date,actual,predicted
2023-12-29,0.0490099371400294,0.017522216454529668
2023-12-30,0.0434636528511835,0.02925465560614939
2023-12-31,0.0396995791453664,0.031054799413799464
2024-01-01,0.0634670863301558,0.009634641763009101
2024-01-02,0.026285923310314,-0.00623260329540774
2024-01-03,0.0882091592836007,0.008501404728017291
2024-01-04,0.0495397902398395,0.012188075900144969
2024-01-05,-0.0296522561420401,0.02173204982581321
2024-01-06,-0.0260703223110362,0.002493004257347967
2024-01-07,-0.0488547289450055,-0.007160524418916262
2024-01-08,-0.0949220209591308,-0.016551464315118808
2024-01-09,-0.0646901298712953,-0.02478904557578253
2024-01-10,-0.0833221144417419,-0.046059691062474005
2024-01-11,-0.1101290289644171,-0.036743431237695925
2024-01-12,-0.0288137791738157,-0.019972166285111836
2024-01-13,-0.0274680537763331,-0.013032608676489237
2024-01-14,-0.005992984010516,-0.0036326062165262575
2024-01-15,-0.0706766035741405,0.0038765838646005464
2024-01-16,-0.0766863335658409,-0.011661773377149036
2024-01-17,-0.062363423391758,-0.025078789097041036
2024-01-18,-0.0321905897395334,-0.021243958746325512
2024-01-19,0.0047686795731156,-0.0037278825653319957
2024-01-20,0.010907532914135,0.0044642826344795696
2024-01-21,0.0117896097500111,0.009218607800170281
2024-01-22,0.0957006041001451,-0.0022037986830634173
2024-01-23,0.0779775541517191,0.034728757939470126
2024-01-24,0.062517818449626,0.045974402334755665
2024-01-25,0.0786793184620449,0.045589798453421475
2024-01-26,0.0327377024020003,0.032347780059915926
2024-01-27,0.0207073641990982,0.023411460119207396
2024-01-28,0.013036292160141,0.01958805793169482
2024-01-29,-0.0145438584791934,0.01096749014600217
2024-01-30,0.0030746094805793,0.004636742393060484
2024-01-31,0.0407588302405241,-0.001214783346920468
2024-02-01,0.0516715729313479,-0.0011150353310424915
2024-02-02,0.0917277067327086,0.008363030212799168
2024-02-03,0.1111602054730793,0.042594405040932835
2024-02-04,0.1340971253500813,0.06288494819364561
2024-02-05,0.1711153919022356,0.04268675820559819
2024-02-06,0.1545275672648951,0.0726832201779384
2024-02-07,0.1694217909975484,0.11596618560454341
2024-02-08,0.1465068166016956,0.1178098028311739
2024-02-09,0.1063266533180697,0.11528382445854193
2024-02-10,0.0814656623476106,0.08959411946161498
2024-02-11,0.0792776620179673,0.09348370413856123
2024-02-12,0.0364488922580235,0.0787364268007446
2024-02-13,0.0511119583573667,0.08629495054190826
2024-02-14,0.0002408869584433,0.06626544686227794
2024-02-15,-0.0121986842926625,0.055217382676893044
2024-02-16,-0.0273820618149672,0.024372764783171404
2024-02-17,-0.0017787301975914,-0.010174068913289726
2024-02-18,-0.0074691015134704,-0.012433246608956021
2024-02-19,0.0529799755738409,-0.01377797807860871
2024-02-20,0.0918142406145181,0.0105847348496522
2024-02-21,0.2057441772669832,0.041284120801802285
2024-02-22,0.1928353070673507,0.10044259836023457
2024-02-23,0.2307950665026408,0.12472803178033733
2024-02-24,0.2028024567416859,0.15354295035088555
2024-02-25,0.2210210145813382,0.17205129636318117
2024-02-26,0.253253912615478,0.16209078871757263
2024-02-27,0.1176453440929856,0.16537411108184885
2024-02-28,0.0576278342671991,0.12351736325506157
2024-02-29,0.0935825637753653,0.09976755312364012
2024-03-01,0.0938405117561043,0.0979495000994698
2024-03-02,0.1042890705148813,0.09783216020220205
2024-03-03,0.0926493831770223,0.09526887076869314
2024-03-04,0.0555168915562285,0.0896147207833107
2024-03-05,0.1203753211192457,0.07570787322832492
2024-03-06,0.1055367196384733,0.09249268359389429
2024-03-07,0.066807277029887,0.08252199820441432
2024-03-08,0.016159270462202,0.07800990252119888
2024-03-09,-0.0464790883336715,0.04082401342521316
2024-03-10,-0.009115705380239,0.018344748732388595
2024-03-11,-0.0634368372137359,0.02230973952170736
2024-03-12,-0.1338604234827624,-0.00015027227221868538
2024-03-13,-0.0707386499688712,-0.04399544006741927
2024-03-14,-0.0827098719257878,-0.007830918825987365
2024-03-15,-0.0810476353107151,-0.02338496826688532
2024-03-16,-0.0191826045248186,-0.022114738628931242
2024-03-17,-0.0169095270733379,-0.020032121742323786
2024-03-18,0.0356812572430496,-0.025070043674694124
2024-03-19,0.1304264379005999,0.010566093234208455
2024-03-20,0.0227004641692405,0.03500857094205485
2024-03-21,0.0802176049380536,0.05423595862688774
2024-03-22,0.0958636737604228,0.06267043621724659
2024-03-23,0.0871512575302178,0.0767277616923969
2024-03-24,0.0609731100744668,0.08555053242147916
2024-03-25,-0.0036687881530292,0.0684391099669957
2024-03-26,-0.064880749924959,0.04567899916106067
2024-03-27,-0.0500253985137032,0.04129773225508644
2024-03-28,-0.0316080409446168,0.009288712917945675
2024-03-29,-0.0294048410278147,0.03941444845380429
2024-03-30,-0.0107572982250799,0.02020288965947414
2024-03-31,-0.027632033313521,0.011461665981973998
2024-04-01,0.0276779264448336,-0.003341267504388714
2024-04-02,0.0564127387242474,0.010596084198208355
2024-04-03,0.0698243949708863,0.03001330573652412
2024-04-04,0.0226505884504875,0.03873795634783157
2024-04-05,-0.0094604327566116,0.04778194351535727
