date,actual,predicted
2024-01-01,0.0634670863301558,-0.014520276
2024-01-02,0.026285923310314,-0.011430163
2024-01-03,0.0882091592836007,0.04525053
2024-01-04,0.0495397902398395,0.063705005
2024-01-05,-0.0296522561420401,0.053247113
2024-01-06,-0.0260703223110362,0.037944485
2024-01-07,-0.0488547289450055,0.03249144
2024-01-08,-0.0949220209591308,0.027915802
2024-01-09,-0.0646901298712953,0.02044871
2024-01-10,-0.0833221144417419,-0.026696403
2024-01-11,-0.1101290289644171,-0.04203284
2024-01-12,-0.0288137791738157,-0.055661645
2024-01-13,-0.0274680537763331,-0.09551822
2024-01-14,-0.005992984010516,-0.12161286
2024-01-15,-0.0706766035741405,-0.14303012
2024-01-16,-0.0766863335658409,-0.14073439
2024-01-17,-0.062363423391758,-0.10968251
2024-01-18,-0.0321905897395334,-0.06982782
2024-01-19,0.0047686795731156,-0.045288164
2024-01-20,0.010907532914135,-0.024581883
2024-01-21,0.0117896097500111,-0.014389712
2024-01-22,0.0957006041001451,0.0033505822
2024-01-23,0.0779775541517191,0.010373365
2024-01-24,0.062517818449626,0.014886741
2024-01-25,0.0786793184620449,0.0055791996
2024-01-26,0.0327377024020003,-0.007111255
2024-01-27,0.0207073641990982,-0.017315712
2024-01-28,0.013036292160141,-0.025856022
2024-01-29,-0.0145438584791934,-0.01498333
2024-01-30,0.0030746094805793,-0.00019081286
2024-01-31,0.0407588302405241,-0.0045432635
2024-02-01,0.0516715729313479,-0.04476343
2024-02-02,0.0917277067327086,-0.0036150683
2024-02-03,0.1111602054730793,0.032421455
2024-02-04,0.1340971253500813,0.016711546
2024-02-05,0.1711153919022356,-0.009074884
2024-02-06,0.1545275672648951,-0.0038439985
2024-02-07,0.1694217909975484,-0.01433477
2024-02-08,0.1465068166016956,-0.019007215
2024-02-09,0.1063266533180697,-0.024528975
2024-02-10,0.0814656623476106,-0.015895238
2024-02-11,0.0792776620179673,-0.0071335454
2024-02-12,0.0364488922580235,-0.03827744
2024-02-13,0.0511119583573667,-0.022427423
2024-02-14,0.0002408869584433,-0.05291087
2024-02-15,-0.0121986842926625,-0.05975329
2024-02-16,-0.0273820618149672,-0.05687882
2024-02-17,-0.0017787301975914,-0.059858404
2024-02-18,-0.0074691015134704,-0.056154743
2024-02-19,0.0529799755738409,-0.12560627
2024-02-20,0.0918142406145181,-0.10328267
2024-02-21,0.2057441772669832,-0.07563904
2024-02-22,0.1928353070673507,-0.08408451
2024-02-23,0.2307950665026408,-0.08454282
2024-02-24,0.2028024567416859,-0.06937896
2024-02-25,0.2210210145813382,-0.05214511
2024-02-26,0.253253912615478,-0.090313345
2024-02-27,0.1176453440929856,-0.043682307
2024-02-28,0.0576278342671991,-0.017791877
2024-02-29,0.0935825637753653,0.01652841
2024-03-01,0.0938405117561043,0.117167726
2024-03-02,0.1042890705148813,0.092453025
2024-03-03,0.0926493831770223,0.09906881
2024-03-04,0.0555168915562285,0.21770114
2024-03-05,0.1203753211192457,0.16042793
